"ANO_CMPT","MES_CMPT","CODUFMUN","CNES","TP_LEITO","CODLEITO","QT_EXIST"
"2021","10","317020","2146355","Clínico","38",1
"2021","10","317020","2146355","Obstétrico","43",18
"2021","10","317020","2146355","Pediátrico","45",31
"2021","10","317020","2146355","Outras Especialidades","34",2
"2021","10","317020","2146355","Pediátrico","68",14
"2021","10","317020","2146355","Cirúrgico","01",2
"2022","03","310620","0027049","Complementar","81",17
"2022","03","310620","0027049","Complementar","85",10
"2022","03","310620","0027049","Complementar","92",10
"2022","03","310620","0027049","Complementar","93",4
"2022","03","310620","0027049","Clínico","32",6
"2022","03","310620","0027049","Clínico","33",85
"2022","03","310620","0027049","Clínico","35",1
"2022","03","310620","0027049","Clínico","36",1
"2022","03","310620","0027049","Clínico","37",1
"2022","03","310620","0027049","Clínico","38",8
"2022","03","310620","0027049","Clínico","40",1
"2022","03","310620","0027049","Clínico","41",1
"2022","03","310620","0027049","Clínico","42",5
"2022","03","310620","0027049","Cirúrgico","02",5
"2022","03","310620","0027049","Cirúrgico","05",23
"2022","03","310620","0027049","Cirúrgico","03",5
"2022","03","310620","0027049","Cirúrgico","09",6
"2022","03","310620","0027049","Cirúrgico","06",5
"2022","03","310620","0027049","Cirúrgico","04",1
"2022","03","310620","0027049","Cirúrgico","14",4
"2022","03","310620","0027049","Obstétrico","10",23
"2022","03","310620","0027049","Cirúrgico","11",18
"2022","03","310620","0027049","Cirúrgico","08",5
"2022","03","310620","0027049","Complementar","78",11
"2022","03","310620","0027049","Complementar","75",41
"2022","03","310620","0027049","Pediátrico","68",4
"2022","03","310620","0027049","Cirúrgico","67",29
"2022","03","310620","0027049","Complementar","66",10
"2022","03","310620","0027049","Outras Especialidades","49",1
"2022","03","310620","0027049","Clínico","46",1
"2022","03","310620","0027049","Pediátrico","45",59
"2022","03","310620","0027049","Clínico","44",2
"2022","03","310620","0027049","Obstétrico","43",12
"2022","03","310620","0027049","Cirúrgico","13",10
"2022","03","310620","0027049","Cirúrgico","12",3
"2022","03","310620","0027049","Clínico","31",2
"2022","03","310620","0027049","Cirúrgico","16",1
"2022","03","310620","0027049","Cirúrgico","01",1
"2022","03","310620","0027049","Cirúrgico","15",3
"2022","03","313670","2218798","Cirúrgico","03",4
"2022","03","313670","2218798","Cirúrgico","05",5
"2022","03","313670","2218798","Cirúrgico","06",2
"2022","03","313670","2218798","Complementar","75",9
"2022","03","313670","2218798","Pediátrico","68",3
"2022","03","313670","2218798","Complementar","66",6
"2022","03","313670","2218798","Complementar","51",5
"2022","03","313670","2218798","Clínico","42",6
"2022","03","313670","2218798","Pediátrico","45",14
"2022","03","313670","2218798","Clínico","46",6
"2022","03","313670","2218798","Clínico","40",3
"2022","03","313670","2218798","Clínico","38",5
"2022","03","313670","2218798","Clínico","33",25
"2022","03","313670","2218798","Clínico","32",6
"2022","03","313670","2218798","Clínico","31",3
"2022","03","313670","2218798","Cirúrgico","15",2
"2022","03","313670","2218798","Cirúrgico","14",2
"2022","03","313670","2218798","Cirúrgico","13",6
"2022","03","313670","2218798","Cirúrgico","08",5
"2022","03","317010","2206595","Cirúrgico","03",40
"2022","03","317010","2206595","Complementar","51",10
"2022","03","317010","2206595","Complementar","66",7
"2022","03","317010","2206595","Cirúrgico","67",4
"2022","03","317010","2206595","Pediátrico","68",10
"2022","03","317010","2206595","Complementar","75",19
"2022","03","317010","2206595","Complementar","76",10
"2022","03","317010","2206595","Complementar","78",4
"2022","03","317010","2206595","Complementar","81",16
"2022","03","317010","2206595","Cirúrgico","90",1
"2022","03","317010","2206595","Cirúrgico","91",1
"2022","03","317010","2206595","Complementar","96",17
"2022","03","317010","2206595","Obstétrico","43",6
"2022","03","317010","2206595","Clínico","44",7
"2022","03","317010","2206595","Pediátrico","45",32
"2022","03","317010","2206595","Clínico","46",1
"2022","03","317010","2206595","Outras Especialidades","47",1
"2022","03","317010","2206595","Outras Especialidades","48",1
"2022","03","317010","2206595","Clínico","31",9
"2022","03","317010","2206595","Clínico","32",2
"2022","03","317010","2206595","Clínico","33",51
"2022","03","317010","2206595","Cirúrgico","13",17
"2022","03","317010","2206595","Cirúrgico","14",1
"2022","03","317010","2206595","Cirúrgico","11",2
"2022","03","317010","2206595","Cirúrgico","12",2
"2022","03","317010","2206595","Obstétrico","10",16
"2022","03","317010","2206595","Cirúrgico","06",20
"2022","03","317020","2146355","Clínico","42",10
"2022","03","317020","2146355","Obstétrico","43",18
"2022","03","317020","2146355","Clínico","44",20
"2022","03","317020","2146355","Pediátrico","45",31
"2022","03","317020","2146355","Clínico","46",1
"2022","03","317020","2146355","Complementar","51",20
"2022","03","317020","2146355","Cirúrgico","67",7
"2022","03","317020","2146355","Pediátrico","68",14
"2022","03","317020","2146355","Complementar","75",15
"2022","03","317020","2146355","Complementar","76",22
"2022","03","317020","2146355","Complementar","79",9
"2022","03","317020","2146355","Complementar","81",10
"2022","03","317020","2146355","Complementar","82",10
"2022","03","317020","2146355","Complementar","83",2
"2022","03","317020","2146355","Complementar","86",8
"2022","03","317020","2146355","Clínico","87",25
"2022","03","317020","2146355","Complementar","92",16
"2022","03","317020","2146355","Complementar","93",6
"2022","03","317020","2146355","Cirúrgico","13",22
"2022","03","317020","2146355","Cirúrgico","14",3
"2022","03","317020","2146355","Cirúrgico","15",6
"2022","03","317020","2146355","Cirúrgico","16",3
"2022","03","317020","2146355","Clínico","31",8
"2022","03","317020","2146355","Clínico","32",18
"2022","03","317020","2146355","Clínico","33",55
"2022","03","317020","2146355","Outras Especialidades","34",2
"2022","03","317020","2146355","Cirúrgico","06",8
"2022","03","317020","2146355","Cirúrgico","02",8
"2022","03","317020","2146355","Cirúrgico","03",33
"2022","03","317020","2146355","Cirúrgico","01",2
"2022","03","317020","2146355","Obstétrico","10",18
"2022","03","317020","2146355","Cirúrgico","11",2
"2022","03","317020","2146355","Cirúrgico","12",4
"2022","03","317020","2146355","Cirúrgico","08",8
"2022","03","317020","2146355","Cirúrgico","09",15
"2022","03","317020","2146355","Cirúrgico","04",1
"2022","03","317020","2146355","Cirúrgico","05",6
"2022","03","317020","2146355","Clínico","35",1
"2022","03","317020","2146355","Clínico","36",5
"2022","03","317020","2146355","Clínico","37",1
"2022","03","317020","2146355","Clínico","38",1
"2022","03","317020","2146355","Clínico","40",6
"2021","12","310620","0027049","Clínico","41",1
"2021","12","310620","0027049","Clínico","42",5
"2021","12","310620","0027049","Obstétrico","43",12
"2021","12","310620","0027049","Clínico","44",2
"2021","12","310620","0027049","Pediátrico","45",59
"2021","12","310620","0027049","Clínico","46",1
"2021","12","310620","0027049","Outras Especialidades","49",1
"2021","12","310620","0027049","Complementar","66",10
"2021","12","310620","0027049","Cirúrgico","67",29
"2021","12","310620","0027049","Pediátrico","68",4
"2021","12","310620","0027049","Complementar","75",41
"2021","12","310620","0027049","Complementar","78",11
"2021","12","310620","0027049","Complementar","81",17
"2021","12","310620","0027049","Complementar","85",10
"2021","12","310620","0027049","Complementar","92",10
"2021","12","310620","0027049","Complementar","93",4
"2021","12","310620","0027049","Clínico","32",6
"2021","12","310620","0027049","Clínico","33",85
"2021","12","310620","0027049","Clínico","35",1
"2021","12","310620","0027049","Clínico","36",1
"2021","12","310620","0027049","Clínico","37",1
"2021","12","310620","0027049","Clínico","38",8
"2021","12","310620","0027049","Clínico","40",1
"2021","12","310620","0027049","Cirúrgico","15",3
"2021","12","310620","0027049","Cirúrgico","16",1
"2021","12","310620","0027049","Clínico","31",2
"2021","12","310620","0027049","Cirúrgico","12",3
"2021","12","310620","0027049","Cirúrgico","13",10
"2021","12","310620","0027049","Cirúrgico","14",4
"2021","12","310620","0027049","Obstétrico","10",23
"2021","12","310620","0027049","Cirúrgico","11",18
"2021","12","310620","0027049","Cirúrgico","08",5
"2021","12","310620","0027049","Cirúrgico","09",6
"2021","12","310620","0027049","Cirúrgico","06",5
"2021","12","310620","0027049","Cirúrgico","05",23
"2021","12","310620","0027049","Cirúrgico","03",5
"2021","12","310620","0027049","Cirúrgico","04",1
"2021","12","310620","0027049","Cirúrgico","02",5
"2021","12","310620","0027049","Cirúrgico","01",1
"2021","12","313670","2218798","Clínico","40",3
"2021","12","313670","2218798","Cirúrgico","08",5
"2021","12","313670","2218798","Cirúrgico","14",2
"2021","12","313670","2218798","Cirúrgico","06",2
"2021","12","313670","2218798","Cirúrgico","05",5
"2021","12","313670","2218798","Cirúrgico","03",4
"2021","12","313670","2218798","Clínico","38",5
"2021","12","313670","2218798","Clínico","33",25
"2021","12","313670","2218798","Clínico","32",6
"2021","12","313670","2218798","Pediátrico","68",3
"2021","12","313670","2218798","Complementar","66",6
"2021","12","313670","2218798","Complementar","51",13
"2021","12","313670","2218798","Clínico","46",6
"2021","12","313670","2218798","Pediátrico","45",14
"2021","12","313670","2218798","Clínico","42",6
"2021","12","313670","2218798","Complementar","75",9
"2021","12","313670","2218798","Cirúrgico","13",6
"2021","12","313670","2218798","Clínico","31",3
"2021","12","313670","2218798","Cirúrgico","15",2
"2021","12","317010","2206595","Cirúrgico","90",1
"2021","12","317010","2206595","Cirúrgico","91",1
"2021","12","317010","2206595","Complementar","96",17
"2021","12","317010","2206595","Obstétrico","43",6
"2021","12","317010","2206595","Clínico","44",7
"2021","12","317010","2206595","Pediátrico","45",32
"2021","12","317010","2206595","Clínico","46",1
"2021","12","317010","2206595","Clínico","32",2
"2021","12","317010","2206595","Clínico","33",51
"2021","12","317010","2206595","Obstétrico","10",16
"2021","12","317010","2206595","Cirúrgico","12",2
"2021","12","317010","2206595","Cirúrgico","13",17
"2021","12","317010","2206595","Cirúrgico","14",1
"2021","12","317010","2206595","Complementar","76",10
"2021","12","317010","2206595","Complementar","75",10
"2021","12","317010","2206595","Pediátrico","68",10
"2021","12","317010","2206595","Cirúrgico","67",4
"2021","12","317010","2206595","Complementar","66",7
"2021","12","317010","2206595","Complementar","51",10
"2021","12","317010","2206595","Outras Especialidades","48",1
"2021","12","317010","2206595","Outras Especialidades","47",1
"2021","12","317010","2206595","Cirúrgico","11",2
"2021","12","317010","2206595","Cirúrgico","06",20
"2021","12","317010","2206595","Cirúrgico","03",40
"2021","12","317010","2206595","Clínico","31",9
"2021","12","317010","2206595","Complementar","78",4
"2021","12","317010","2206595","Complementar","81",16
"2021","12","317020","2146355","Complementar","86",8
"2021","12","317020","2146355","Clínico","87",25
"2021","12","317020","2146355","Complementar","92",16
"2021","12","317020","2146355","Complementar","93",6
"2021","12","317020","2146355","Complementar","96",15
"2021","12","317020","2146355","Cirúrgico","13",22
"2021","12","317020","2146355","Cirúrgico","14",3
"2021","12","317020","2146355","Cirúrgico","15",6
"2021","12","317020","2146355","Cirúrgico","16",3
"2021","12","317020","2146355","Clínico","31",8
"2021","12","317020","2146355","Clínico","32",14
"2021","12","317020","2146355","Clínico","33",55
"2021","12","317020","2146355","Cirúrgico","02",8
"2021","12","317020","2146355","Cirúrgico","03",33
"2021","12","317020","2146355","Cirúrgico","01",2
"2021","12","317020","2146355","Obstétrico","10",18
"2021","12","317020","2146355","Cirúrgico","11",2
"2021","12","317020","2146355","Cirúrgico","12",4
"2021","12","317020","2146355","Cirúrgico","06",8
"2021","12","317020","2146355","Cirúrgico","08",8
"2021","12","317020","2146355","Cirúrgico","09",15
"2021","12","317020","2146355","Cirúrgico","04",1
"2021","12","317020","2146355","Cirúrgico","05",6
"2021","12","317020","2146355","Outras Especialidades","34",2
"2021","12","317020","2146355","Clínico","35",1
"2021","12","317020","2146355","Clínico","36",5
"2021","12","317020","2146355","Clínico","37",1
"2021","12","317020","2146355","Clínico","38",1
"2021","12","317020","2146355","Clínico","40",6
"2021","12","317020","2146355","Clínico","42",10
"2021","12","317020","2146355","Obstétrico","43",18
"2021","12","317020","2146355","Clínico","44",20
"2021","12","317020","2146355","Pediátrico","45",31
"2021","12","317020","2146355","Clínico","46",1
"2021","12","317020","2146355","Complementar","51",40
"2021","12","317020","2146355","Cirúrgico","67",7
"2021","12","317020","2146355","Pediátrico","68",14
"2021","12","317020","2146355","Complementar","75",15
"2021","12","317020","2146355","Complementar","76",22
"2021","12","317020","2146355","Complementar","79",9
"2021","12","317020","2146355","Complementar","81",10
"2021","12","317020","2146355","Complementar","82",10
"2021","12","317020","2146355","Complementar","83",2
"2022","01","310620","0027049","Outras Especialidades","49",1
"2022","01","310620","0027049","Clínico","41",1
